"Event","Media ID","Name","Business Name","Return Type","Total Amount"
"2001 Federal Election","4365","ATN7","Amalgamated Television Services Pty Ltd","Broadcaster","1572065"
"2001 Federal Election","4302","ATV-10","Network Ten (Melbourne) Pty Ltd","Broadcaster","1198094"
"2001 Federal Election","541","Augusta - Margaret River Mail","Rural Press Regional Media (WA)","Publisher","1253"
"2001 Federal Election","4626","Aurora","Anare Club Journal","Publisher","0"
"2001 Federal Election","3730","Ausbuy Connection","Australian Owned Companies Assoc Ltd","Publisher","0"
"2001 Federal Election","4627","AusIMM Bulletin","","Publisher","0"
"2001 Federal Election","2918","Aussie Backpacker","North Australian Publishing Co Pty Ltd","Publisher","0"
"2001 Federal Election","4761","Austar Communications","Austar Communications","Broadcaster","152885"
"2001 Federal Election","4146","Austereo","Austereo","Broadcaster","740449"
"2001 Federal Election","2711","Australasian Catholic Record","Editorial Board A.C. Record","Publisher","0"
"2001 Federal Election","3485","Australasian Drilling","Australasian Drilling Industry Association Ltd, The","Publisher","0"
"2001 Federal Election","2810","Australasian Taekwondo Magazine","Blitz Publications","Publisher","0"
"2001 Federal Election","3656","Australasian Textiles & Fashion","Australasian Textiles Publishers","Publisher","0"
"2001 Federal Election","4630","Australia Defence Association","","Publisher","0"
"2001 Federal Election","2847","Australian & British Soccer Weekly","Foreign Language Publications Pty Ltd","Publisher","0"
"2001 Federal Election","4747","Australian Appaloosa Journal","Howell&Howell Word&Vision","Publisher","0"
"2001 Federal Election","4632","Australian Author","Chan Media Pty Ltd","Publisher","0"
"2001 Federal Election","4587","Australian Automotive Aftermarket Association","Australian Automotive Aftermarket Association","Publisher","0"
"2001 Federal Election","3277","Australian Banking & Finance","Charlton Group, The","Publisher","0"
"2001 Federal Election","2487","Australian Bloodhorse Review","Badranad Pty Ltd","Publisher","0"
"2001 Federal Election","1898","Australian Bride","Abstract Publishing Inc","Publisher","0"
"2001 Federal Election","4746","Australian Campdraft & Rodeo Monthly","Howell&Howell Words&Vision","Publisher","0"
"2001 Federal Election","1481","Australian Canegrower","Canegrowers","Publisher","1287"
"2001 Federal Election","2712","Australian Catholics","Jesuit Publications","Publisher","0"
"2001 Federal Election","1775","Australian Chinese Age","","Publisher","0"
"2001 Federal Election","1265","Australian Chinese Daily","Australian Chinese Newspaper Pty Ltd","Publisher","18026"
"2001 Federal Election","4687","Australian Chinese TImes","Chinanet (Australia) Pty Ltd","Publisher","3861"
"2001 Federal Election","4634","Australian Classic Car","ACMP","Publisher","0"
"2001 Federal Election","3052","Australian Clay Journal & Ceramic News","Hamilton Press","Publisher","0"
"2001 Federal Election","4636","Australian Coal Industry News","","Publisher","0"
"2001 Federal Election","4637","Australian College of Education","","Publisher","0"
"2001 Federal Election","4774","Australian Council of Social Service","","Publisher","0"
"2001 Federal Election","1964","Australian Country Craft & Decorating","Express Publishing Pty Ltd","Publisher","0"
"2001 Federal Election","4760","Australian Cyclist","","Publisher","0"
"2001 Federal Election","4639","Australian Dairy Corporation","","Publisher","0"
"2001 Federal Election","4640","Australian Diamond Report","","Publisher","0"
"2001 Federal Election","4641","Australian Early Childhood Association","","Publisher","0"
"2001 Federal Election","4796","Australian Economic Review","","Publisher","0"
"2001 Federal Election","4642","Australian Energy News","Industry Science Resources","Publisher","0"
"2001 Federal Election","3436","Australian Family Physician","Royal Australian College of General Practitioners","Publisher","0"
"2001 Federal Election","2441","Australian Family Tree Connections","","Publisher","0"
"2001 Federal Election","4174","Australian Financial Review","Financial Review","Publisher","0"
"2001 Federal Election","3660","Australian Forest Grower","Australian Forest Growers","Publisher","0"
"2001 Federal Election","2444","Australian Geographic","John Fairfax Holdings","Publisher","0"
"2001 Federal Election","4770","Australian Goat World","","Publisher","0"
"2001 Federal Election","2660","Australian Gold Gem & Treasure Magazine","Express Publishing Pty Ltd","Publisher","0"
"2001 Federal Election","3706","Australian Grapegrower & Winemaker","Ryan Publications","Publisher","0"
"2001 Federal Election","4772","Australian Health Consumer","Consumers' Health Forum","Publisher","0"
"2001 Federal Election","3437","Australian Health Review","Australian Healthcare Association","Publisher","0"
"2001 Federal Election","2069","Australian Hereford Quarterly","Australian Hereford Society Ltd","Publisher","0"
"2001 Federal Election","2572","Australian Hustler","J T Publishing Australia Pty Ltd","Publisher","0"
"2001 Federal Election","4644","Australian Institute of International Affairs","","Publisher","0"
"2001 Federal Election","2775","Australian Ironman","Blitz Publications","Publisher","0"
"2001 Federal Election","1808","Australian Jewish News ( Sydney Edition )","Australian Jewish Press Pty Ltd","Publisher","9965"
"2001 Federal Election","3631","Australian Journal of Chemistry","CSIRO Publishing","Publisher","0"
"2001 Federal Election","3439","Australian Journal of Medical Science","Australian Institute of Medical Scientists","Publisher","0"
"2001 Federal Election","3440","Australian Journal of Physiotherapy","Australian Physiotherapy Association","Publisher","0"
"2001 Federal Election","1981","Australian Journal of Social Issues","Australian Council of Social Service","Publisher","0"
"2001 Federal Election","4645","Australian Kuriel","Euro-Media Pty Ltd","Publisher","0"
"2001 Federal Election","2070","Australian Landcare","Agricultural Publishers Pty Ltd","Publisher","0"
"2001 Federal Election","3588","Australian Leisure Management","Asia-Pacific Leisure","Publisher","0"
"2001 Federal Election","3044","Australian Library Journal","Australian Library and Information Association","Publisher","0"
"2001 Federal Election","2555","Australian Literary Studies","University of QLD Press","Publisher","0"
"2001 Federal Election","3442","Australian Medicine","Australian Medical Association (AMA)","Publisher","0"
"2001 Federal Election","4646","Australian Music Centre Calendar","Australian Music Centre","Publisher","0"
"2001 Federal Election","4647","Australian Music Centre Update","Australian Music Centre","Publisher","0"
"2001 Federal Election","4649","Australian Nursery Manager","Nurser & Garden Industry Australia","Publisher","0"
"2001 Federal Election","3522","Australian Nursing Journal","Australian Nursing Federation","Publisher","0"
"2001 Federal Election","4650","Australian Parks & Leisure","","Publisher","0"
"2001 Federal Election","3121","Australian PC World","IDG Communications Pty Ltd","Publisher","0"
"2001 Federal Election","3056","Australian Plumbing Industry Magazine","Master Plumbers & Mechanical Services Associations of Aus","Publisher","0"
"2001 Federal Election","3875","Australian Press Council News","Australian Press Council","Publisher","0"
"2001 Federal Election","2594","Australian Rallysport News","J W & B J Whitten T/A Adorebrock Nominees","Publisher","0"
"2001 Federal Election","4651","Australian Screen Education","","Publisher","0"
"2001 Federal Election","2075","Australian Seed Industry Magazine","Downs Media Services","Publisher","0"
"2001 Federal Election","2670","Australian Senior Newspaper","Wagga Daily Advertiser","Publisher","0"
"2001 Federal Election","4653","Australian Sharemarket Investor","","Publisher","0"
"2001 Federal Election","2833","Australian Shooters Journal","Sporting Shooters Association of Australia Inc","Publisher","0"
"2001 Federal Election","4654","Australian Snowborder Magazine","Morrison Media Pty Ltd","Publisher","0"
"2001 Federal Election","2596","Australian Street Rodding","Graffiti Publications Pty Ltd","Publisher","0"
"2001 Federal Election","3663","Australian Training Review","National Centre For Vocational Education Research Ltd","Publisher","0"
"2001 Federal Election","3508","Australian Tyre Dealer","Motor Trades Association of Queensland Ltd","Publisher","0"
"2001 Federal Election","1868","Australian Ultralights","","Publisher","0"
"2001 Federal Election","1984","Australian Worker","Southland Media Pty Ltd","Publisher","0"
"2001 Federal Election","4655","Australias Internet Phone Directory","City Search Directors Pty Ltd","Publisher","0"
"2001 Federal Election","3486","Australia's Mining Monthly","","Publisher","0"
"2001 Federal Election","4656","Autoengineer Australasia","","Publisher","0"
"2001 Federal Election","4657","Avalon Media","Lesbians on the Loose","Publisher","0"
"2001 Federal Election","1869","Aviation Trader","Helix Aviation Pty Ltd","Publisher","0"
"2001 Federal Election","1501","Avon Valley Advocate","Rural Press Pty Ltd","Publisher","10189"
"2001 Federal Election","4875","AXQ - 623","Queensland Hospital Radio Assoc Inc","Broadcaster","0"
"2001 Federal Election","4075","Ayr Advocate","Lower Burdekin Newspaper Company P/L","Publisher","3633"
"2001 Federal Election","4859","B FM Stereo 100.9MHZ","Bankstown City Radio Co-op Ltd","Broadcaster","0"
"2001 Federal Election","4658","Baird Publications","Baird Publications","Publisher","0"
"2001 Federal Election","4347","Bairnsdale Advertiser","East Gippsland Newspapers","Publisher","4319"
"2001 Federal Election","1692","Ballarat Courier","Ballarat Courier Pty Ltd","Publisher","23053"
"2001 Federal Election","290","Ballarat News","Regional Publishers Western Victoria Pty Ltd","Publisher","1440"
"2001 Federal Election","4071","Balonne Beacon Newspaper","Balonne Beacon Newspaper","Publisher","383"
"2001 Federal Election","4901","Banana Bulletin","Banana Bulletin","Publisher","0"
"2001 Federal Election","4462","Bankstown Canterbury Torch","Torch Publishing Company","Publisher","0"
"2001 Federal Election","4053","Barfly Magazine","Barfly","Publisher","510"
"2001 Federal Election","4054","Barosssa & Light Herald","Barossa News","Publisher","3093"
"2001 Federal Election","84","Barraba Gazette","SC & KM Hawkins","Publisher","0"
"2001 Federal Election","85","Barrier Daily Truth","Barrier Daily Truth","Publisher","2153"
"2001 Federal Election","1531","Bay Post","Rural Press","Publisher","2803"
"2001 Federal Election","4952","Bayside and Northern Suburbs Star","Southern Cross Newspapers Pty Ltd","Publisher","35303"
"2001 Federal Election","380","Bayside Bulletin","Regional Publishers of Queensland","Publisher","14023"
"2001 Federal Election","4115","Bayside Leader","Leader Community Newspapers","Publisher","1052"
"2001 Federal Election","4469","BCV & GLV","Southern Cross Communications (t/a Ten Victoria)","Broadcaster","122998"
"2001 Federal Election","3060","BDAV News","Assignments Australia Pty Ltd","Publisher","0"
"2001 Federal Election","4051","Beat Magazine","Rob Furst Promotions","Publisher","0"
"2001 Federal Election","4559","Beau FM 101.5","Beaudesert Community Radio Group Inc","Broadcaster","200"
"2001 Federal Election","401","Beaudesert Times","Beaudesert Times Pty Ltd","Publisher","1135"
"2001 Federal Election","3190","Bedrock","NSW/ACT Independent Education Union","Publisher","0"
"2001 Federal Election","1145","Bega District News","Rural Press Regional Media","Publisher","5243"
"2001 Federal Election","4659","Bellingen Shire Courier Sun","","Publisher","0"
"2001 Federal Election","294","Benalla Ensign","Macpherson Press Pty Ltd","Publisher","2180"
"2001 Federal Election","1557","Bendigo Advertiser","Bendigo Advertiser & Independant P/L","Publisher","23482"
"2001 Federal Election","4194","Bendigo Weekly","Bendigo Publishing Pty Ltd","Publisher","6004"
"2001 Federal Election","1185","Berwick Leader","Leader Newspaper Group","Publisher","2872"
"2001 Federal Election","226","Berwick News","South East Newspapers Pty Ltd","Publisher","1910"
"2001 Federal Election","2692","Best Bets","On Notice Pty Ltd","Publisher","0"
"2001 Federal Election","3670","Big Rigs","Australian Provincial Newspapers","Publisher","0"
"2001 Federal Election","4162","BKN7","Broken Hill Television Ltd","Broadcaster","14251"
"2001 Federal Election","43","Blacktown Advocate","Cumberland Newspaper Group","Publisher","3511"
"2001 Federal Election","4793","Blacktown City Sun","Fairfax Community Newspapers","Publisher","5840"
"2001 Federal Election","4057","Blackwater Herald","Blackwater Herald CQ News","Publisher","273"
"2001 Federal Election","4660","Blitz Magazine","","Publisher","0"
"2001 Federal Election","1149","Blue Mountains Gazette","Mountain Press Pty Ltd","Publisher","32267"
"2001 Federal Election","4661","Blues Country Magazine","","Publisher","0"
"2001 Federal Election","2030","BMA","Bands Music Action","Publisher","2625"
"2001 Federal Election","1150","Bombala Times","Rural Press Pty Ltd","Publisher","1806"
"2001 Federal Election","1151","Boorowa News","Boorowa News","Publisher","1061"
"2001 Federal Election","489","Border Chronicle","Border Chronicle Pty Ltd","Publisher","0"
"2001 Federal Election","4076","Border Mail","Border Mail Pty Ltd","Publisher","57478"
"2001 Federal Election","4073","Border Watch","The Border Watch Pty Ltd","Publisher","1215"
"2001 Federal Election","406","Bowen Independent","North Queensland Newspaper Company Ltd","Publisher","2818"
"2001 Federal Election","2777","Bowls Alive","Royal NSW Bowling Association","Publisher","0"
"2001 Federal Election","2081","Brahman News","Australian Brahman Breeders Association Ltd","Publisher","0"
"2001 Federal Election","4860","Braidwood FM","Braidwood FM Inc","Broadcaster","0"
"2001 Federal Election","3511","Brake & Suspension","Auto Media Pty Ltd","Publisher","0"
"2001 Federal Election","1555","Bribie Weekly","Sunshine Coast Newspaper Pty Ltd","Publisher","3717"
"2001 Federal Election","1548","Brimbank Messenger","Leader Newspaper Group","Publisher","5536"
"2001 Federal Election","4748","Brisbane City News","Nationwide News Pty Ltd","Publisher","7892"
"2001 Federal Election","1717","Brisbane Valley - Kilcoy Sun","Boonah Newspaper Co","Publisher","0"
"2001 Federal Election","4273","Briz 31 Television","Briz 31 Inc","Broadcaster","0"
"2001 Federal Election","3781","Broadcast","Greening Australia (ACT & SE NSW) Inc","Publisher","0"
"2001 Federal Election","4557","Broadcast Operations","Radio 2SM Pty Ltd","Broadcaster","19750"
"2001 Federal Election","4463","B-Rock (2BXS)","Bathurst Broadcasters Pty Ltd","Broadcaster","3910"
"2001 Federal Election","1031","Broome Advertiser","Albany Advertiser Pty Ltd","Publisher","0"
"2001 Federal Election","4124","Brunswick Leader","Leader Community Newspapers","Publisher","145"
"2001 Federal Election","4666","BRW","","Publisher","0"
"2001 Federal Election","4370","BTQ7","Brisbane TV Ltd","Broadcaster","809460"
"2001 Federal Election","2872","Bullsheet","James Cook University Student Union","Publisher","0"
"2001 Federal Election","545","Bunbury Mail","Rural Press Regional Media (WA) Pty Ltd","Publisher","2081"
"2001 Federal Election","4240","Bundaberg Guardian","Bundaberg Newspaper Co. Pty Ltd","Publisher","5066"
"2001 Federal Election","4238","Bundaberg Newsmail","Bundaberg Newspaper Co Pty Ltd","Publisher","30042"
"2001 Federal Election","4055","Bunyip Newspaper","JL & CK Barnet & Nominees","Publisher","3354"
"2001 Federal Election","4861","Burnett River Radio 91.5 FM","Central Burnett Community Radio Inc","Broadcaster","0"
"2001 Federal Election","2600","Bushdriver","Ric Williams & Associates Pty Ltd","Publisher","0"
"2001 Federal Election","1914","Business Advocate","Chamber of Commerce & Industry of WA","Publisher","0"
"2001 Federal Election","3733","Business Forum","Victorian Employers' Chamber of Commerce and Industry","Publisher","0"
"2001 Federal Election","4785","Business Life","Business SA","Publisher","0"
"2001 Federal Election","2601","Business Motoring","Phoenix Magazines","Publisher","0"
"2001 Federal Election","4907","Business Newfile","Jared Publishing","Publisher","0"
"2001 Federal Election","1917","Business News","News Illustrated","Publisher","0"
"2001 Federal Election","3735","Businews & e-com Brief","Export & Commercial Research Services Pty Ltd","Publisher","0"
"2001 Federal Election","4267","Busselton Dunsborough Mail","Rural Press Regional Media (WA) P/L","Publisher","1294"
"2001 Federal Election","4062","Busselton-Margaret Times","South West Printing & Publishing Co.","Publisher","1640"
"2001 Federal Election","4202","Byron Shire Echo","Echo Publications Pty Ltd","Publisher","15497"
"2001 Federal Election","1155","Byron Shire News","Byron Shire News Pty Ltd","Publisher","3881"
"2001 Federal Election","4236","c91.3 FM","Campbelltown Radio Pty Ltd","Broadcaster","17039"
"2001 Federal Election","1225","Caboolture Shire Herald","Nationwide News Pty Ltd","Publisher","4287"
"2001 Federal Election","4964","Caboottvie Near North Coast News","","Publisher","9379"
"2001 Federal Election","4490","Cadence FM 99.3","Cadence FM Inc","Broadcaster","0"
"2001 Federal Election","1719","Cairns Post","Cairns Post Pty Ltd","Publisher","17463"
"2001 Federal Election","1604","Cairns Sun","News Ltd","Publisher","4044"
"2001 Federal Election","142","Camden Haven Courier","Hodgkinson and Regional Publishers","Publisher","870"
"2001 Federal Election","3017","Campaign Brief (National)","Campaign Brief Pty Ltd","Publisher","0"
"2001 Federal Election","937","Campaspe Valley News","Rochester Irrigator Pty Ltd","Publisher","0"
"2001 Federal Election","299","Camperdown Chronicle","Western District Newspapers Pty Ltd","Publisher","0"
"2001 Federal Election","2602","CAMS Report","CAMS Limited","Publisher","0"
"2001 Federal Election","3886","Canberra Doctor","Australian Medical Association - ACT Branch","Publisher","0"
"2001 Federal Election","4060","Canning Times Community","Community Newspaper Group","Publisher","47655"
"2001 Federal Election","3343","Canteen News","Sterling Media Pty Ltd","Publisher","0"
"2001 Federal Election","4246","Capricorn Coast Mirror","Capricornia Newspapers Pty Ltd","Publisher","3175"
"2001 Federal Election","4247","Capricorn Local News","Capricornia Newspapers Pty Ltd","Publisher","2055"
"2001 Federal Election","4371","Casterton News","Spectator Observer Partnership","Publisher","1157"
"2001 Federal Election","4482","Castlemaine Mail","Elliot Midland Newspapers Pty Ltd","Publisher","2139"
"2001 Federal Election","1467","Catholic Observer","Diocesan Publications","Publisher","0"
"2001 Federal Election","2714","Catholic Outlook","atholic Diocese of Parramatta","Publisher","0"
"2001 Federal Election","2715","Catholic Voice","Archdiocese of Canberra & Goulburn","Publisher","0"
"2001 Federal Election","4125","Caulfield Port Phillip","Leader Community Newspapers","Publisher","4153"
"2001 Federal Election","4670","CBFCA","","Publisher","0"
"2001 Federal Election","4018","CBN","Prime Telvision Pty Ltd","Broadcaster","280330"
"2001 Federal Election","441","Central & North Burnett Times","South Burnett Times Pty Ltd","Publisher","2184"
"2001 Federal Election","1765","Central Coast Courier","","Publisher","0"
"2001 Federal Election","4296","Central Coast Sun Weekly Newspaper","Newcastle Newspapers","Publisher","11835"
"2001 Federal Election","3966","Central Midlands & Coastal Advocate","Rural Press Regional Media (WA) Pty Ltd","Publisher","1856"
"2001 Federal Election","4209","Central Queensland Country","Rural Press Queensland P/L","Publisher","3327"
"2001 Federal Election","1226","Central Queensland News","Central Qld  News Publishing Company Pty Ltd","Publisher","2812"
"2001 Federal Election","4763","Central Telegraph","Central Telegraph","Publisher","3351"
"2001 Federal Election","4862","Central Victorian Gospel Radio","Central Victorian Gospel Radio Inc","Broadcaster","0"
"2001 Federal Election","176","Central Western Daily","Regional Publishers Pty Ltd","Publisher","4521"
"2001 Federal Election","4506","Centralian Advocate","Nationwide News","Publisher","13480"
"2001 Federal Election","4483","CFM","Darling Downs Radio Centre","Broadcaster","1912"
"2001 Federal Election","1985","Chain Reaction","Friends of the Earth Australia","Publisher","0"
"2001 Federal Election","4578","Channel 31","RTV (Renaissance TV)","Broadcaster","5000"
"2001 Federal Election","4863","Charlton Visitor Radio","Charlton Forum","Broadcaster","0"
"2001 Federal Election","3012","Charter","Institute of Chartered Accountants in Australia","Publisher","0"
"2001 Federal Election","4671","Chartered Secretaries","","Publisher","0"
"2001 Federal Election","2716","Checkpoint","Church Missionary Society Australia Inc","Publisher","0"
"2001 Federal Election","4926","Chelsea Independent","The Independent News Group","Publisher","1023"
"2001 Federal Election","3239","Chemical Engineering in Australia","Engineers Australia Pty Ltd","Publisher","0"
"2001 Federal Election","1720","Chinchilla News & Murilla Advertiser","Chinchilla Newspapers","Publisher","0"
"2001 Federal Election","1778","Chinese Australian","","Publisher","0"
"2001 Federal Election","1779","Chinese Community News","","Publisher","0"
"2001 Federal Election","1268","Chinese Herald","Chinese Herald Pty Ltd","Publisher","17370"
"2001 Federal Election","1780","Chinese Post","","Publisher","0"
"2001 Federal Election","1781","Chinese Weekly","The ACP Group Pty Ltd","Publisher","0"
"2001 Federal Election","1956","Choice","Australian Consumers' Association","Publisher","0"
"2001 Federal Election","3887","Chronicle","Australian Nursing Homes & Extended Care Assoc (NSW)","Publisher","0"
"2001 Federal Election","4445","CHY FM","Community Media CHY Ltd","Broadcaster","1280"
"2001 Federal Election","4673","CIM","Rank Publishing Company Pty Ltd","Publisher","0"
"2001 Federal Election","4190","City","Messenger Newspapers","Publisher","12327"
"2001 Federal Election","1215","City & Shire Leader","Nationnwide News Pty Ltd","Publisher","3809"
"2001 Federal Election","2287","City Park Radio 103.7","Launceston Community FM Group Inc","Broadcaster","0"
"2001 Federal Election","4288","Classic Hits 1044 5CS","Lanson Investments t/a Radio 5CS","Broadcaster","1782"
"2001 Federal Election","4672","Clean Air Society of Australia and New Zealand","","Publisher","0"
"2001 Federal Election","2991","Cleo","ACP Publishing Pty Ltd","Publisher","0"
"2001 Federal Election","418","Clifton Courier","Clifton Courier","Publisher","0"
"2001 Federal Election","4274","CNN","Optus","Broadcaster","3520"
"2001 Federal Election","4276","CNNFN","Optus","Broadcaster","790"
"2001 Federal Election","3903","Coalfax","Barlow Jonker Pty Ltd","Publisher","0"
"2001 Federal Election","1757","Coast to Coast News","Advocate Newspaper Pty Ltd, The","Publisher","0"
"2001 Federal Election","2924","Coastal Express","Coastline Newspapers Pty Ltd","Publisher","0"
"2001 Federal Election","4396","Coastline - Bundaberg","Coastline Newspapers Pty Ltd","Publisher","1465"
"2001 Federal Election","92","Cobar Age","Regional Publishers Pty Ltd","Publisher","0"
"2001 Federal Election","1640","Cobar Weekly","Cobar Weekly Association Inc, The","Publisher","0"
"2001 Federal Election","1694","Cobden Times","Western District Newspapers Pty Ltd","Publisher","0"
"2001 Federal Election","4128","Coburg Leader","Leader Community News","Publisher","284"
"2001 Federal Election","4890","Coffs Harbour & District Independant News","Independent News","Publisher","2263"
"2001 Federal Election","305","Colac Herald","Gannon Newspapers Pty Ltd","Publisher","2844"
"2001 Federal Election","550","Collie Mail","Rural Press Regional Media (WA) Pty Ltd","Publisher","2944"
"2001 Federal Election","4584","Columbia Press Pty Ltd","X-Press Magazine","Publisher","1848"
"2001 Federal Election","1949","Comet","Addison Wesley Longman","Publisher","0"
"2001 Federal Election","1742","Comment News Community","Community Newspaper Group","Publisher","11018"
"2001 Federal Election","4675","Commerce Queensland","","Publisher","0"
"2001 Federal Election","3109","Communications Update","C/ - Communications Law Centre","Publisher","0"
"2001 Federal Election","3961","Community News Moonee Valley Edition","Fairfax Community Newspapers","Publisher","2304"
"2001 Federal Election","3962","Community News Moreland Hume Edition","Fairfax Community Newspapers","Publisher","2024"
"2001 Federal Election","4864","Community Television Sydney - Channel 31","Channel 31 Operations Pty Ltd","Broadcaster","0"
"2001 Federal Election","3126","Computer Choice","Australian Consumers' Association","Publisher","0"
"2001 Federal Election","3128","Computer Reseller News","DWR Publishing Pty Ltd","Publisher","0"
"2001 Federal Election","4676","Connexus - Australian Credit Unions Magazine","Credit Union Services Corporation Ltd","Publisher","0"
"2001 Federal Election","4677","Conquest","Diabetes Australia","Publisher","0"
"2001 Federal Election","2448","Conscious Living Magazine","Conscious Living Co - Creations Pty Ltd","Publisher","0"
"2001 Federal Election","4678","Construct in Steel","Australian Institute of Steel Construction (AISC)","Publisher","0"
"2001 Federal Election","3760","Consumers Voice","Consumers' Association of SA Inc","Publisher","0"
"2001 Federal Election","1957","Consuming Interest","Australian Consumers' Association","Publisher","0"
"2001 Federal Election","4461","Cooks River Valley Times","Torch Publishing Company","Publisher","369"
"2001 Federal Election","4489","Cool FM 101.3","Cool FM Community Radio Assoc Inc","Broadcaster","8402"
"2001 Federal Election","4312","Coolooa Christian Radio 91.5FM","Coolooa Christian Radio Assn Inc","Broadcaster","0"
"2001 Federal Election","4243","Coolum & North Shore Advertiser","Coolum Advertiser","Publisher","10483"
"2001 Federal Election","95","Cooma - Monaro Express","Regional Publishers / Rural Press","Publisher","720"
"2001 Federal Election","97","Coonabarabran Times","Warrumbungle Publications Pty Ltd","Publisher","2233"
"2001 Federal Election","4107","Coonamble Community Radio W.A.R. FM 91.9","Coonamble Community Radio","Broadcaster","190"
"2001 Federal Election","4689","Cootamundra Herald","Regional Publishers","Publisher","3104"
"2001 Federal Election","4925","Corowa Free Press","Corowa Free Press","Publisher","4440"
"2001 Federal Election","3401","Corrosion Management","Industrial Galvanisers Corporation Pty Ltd","Publisher","0"
"2001 Federal Election","2992","Cosmopolitan","ACP Publishing Pty Ltd","Publisher","0"
"2001 Federal Election","4798","COTA News","","Publisher","0"
"2001 Federal Election","3658","Cotton Magazine","North Western Courier","Publisher","0"
"2001 Federal Election","4891","Cotuna Farmers Weekly","Northern Newspaper Group","Publisher","0"
"2001 Federal Election","3315","Council Leader","Local Government Association of QLD","Publisher","0"
"2001 Federal Election","4794","Counterpoint","","Publisher","0"
"2001 Federal Election","4437","Country Leader","","Publisher","637"
"2001 Federal Election","2328","Country News","McPherson Newspapers Pty Ltd","Publisher","688"
"2001 Federal Election","1480","Countryman","West Australian Newspapers Ltd","Publisher","8896"
"2001 Federal Election","4203","Courier","North Western Courier","Publisher","2744"
"2001 Federal Election","4323","COW FM 107.9","Casino's Own Wireless Assoc Inc","Broadcaster","99"
"2001 Federal Election","1642","Cowra Guardian","Rural Press Pty Ltd","Publisher","5545"
"2001 Federal Election","4103","CQFM","Bundaberg Broadcasters Pty Ltd","Broadcaster","672"
"2001 Federal Election","1670","Cranbourne Independent","Independent News Pty Ltd","Publisher","3082"
"2001 Federal Election","4126","Cranbourne Leader","Leader Community News","Publisher","2287"
"2001 Federal Election","1493","Cranbourne News","South East Newspapers Pty Ltd","Publisher","3654"
"2001 Federal Election","2719","Creation Ex Nihilo","Answers in Genesis","Publisher","0"
"2001 Federal Election","4959","Croatian Herald (Hrvatski Vjesnik)","The Croatian Community Association Ltd","Publisher","3147"
"2001 Federal Election","4199","Crookwell Gazette","Regional Publishers P/L","Publisher","615"
"2001 Federal Election","2720","Crosslight","The Uniting Church in Australia","Publisher","0"
"2001 Federal Election","4786","Crow's Nest Advertiser","The New Advertiser","Publisher","0"
"2001 Federal Election","4468","CTC","Australian Capital Television Pty Ltd","Broadcaster","171360"
"2001 Federal Election","419","Dalby Herald","Dalby Herald Pty Ltd","Publisher","0"
"2001 Federal Election","1827","Dan Viet","","Publisher","2500"
"2001 Federal Election","236","Dandenong & District Journal","Fairfax Community Newspapers Pty Ltd","Publisher","0"
"2001 Federal Election","4943","Dandenong Examiner","The Independent News Group","Publisher","0"
"2001 Federal Election","4052","Delirra","Northern Territory Students Union","Publisher","0"
"2001 Federal Election","1763","Deloraine Community News","Examiner Newspaper Pty Ltd, The","Publisher","0"
"2001 Federal Election","4764","Deniliquin Pastoral Times","Deniliquin Pastoral Times","Publisher","9470"
"2001 Federal Election","2442","Descent","Australian Society of Genealogists","Publisher","0"
"2001 Federal Election","3563","Design Graphics","Design Graphics Pty Ltd","Publisher","0"
"2001 Federal Election","4130","Diamond Valley Leader","Leader Community Newspapers","Publisher","2594"
"2001 Federal Election","2452","Dia-Tribe","Diabetes Australia NSW","Publisher","0"
"2001 Federal Election","1282","Die Woche In Australien","Euro-Media Pty Ltd","Publisher","0"
"2001 Federal Election","2929","Discover Melbourne","Guntar Graphics","Publisher","0"
"2001 Federal Election","4580","District News","District News","Publisher","5170"
"2001 Federal Election","4894","DMG Radio 4GC","4GC HOTFM Radio","Broadcaster","1936"
"2001 Federal Election","2906","Dolly","ACP Publishing Pty Ltd","Publisher","0"
"2001 Federal Election","106","Don Dorrigo Gazette","","Publisher","0"
"2001 Federal Election","543","Donnybrook - Bridgetown Mail","Collie Mail Newspapers Ltd","Publisher","948"
"2001 Federal Election","2012","Down's Voice","Down Syndrome Association Of Victoria Inc","Publisher","0"
"2001 Federal Election","2605","Dragster Australia","David Cook Publishing Pty Ltd","Publisher","0"
"2001 Federal Election","2034","Drum Media","Drum Media ty  td","Publisher","0"
"2001 Federal Election","4598","Dubbo Daily Liberal","Regional Publishers Pty Ltd","Publisher","3489"
"2001 Federal Election","4603","Dubbo Mailbox Shopper","Regional Publishers Pty Ltd","Publisher","0"
"2001 Federal Election","110","Dungog Chronicle","Regional Publishers Pty Ltd","Publisher","4697"
"2001 Federal Election","4949","Dunya Turkish Newspaper","Ant Media Pty Ltd","Publisher","0"
"2001 Federal Election","1274","Dutch Courier","Dutch Courier Pty Ltd","Publisher","0"
"2001 Federal Election","1929","Dynamic Small Business","Dynamic Small Business Magazine Pty Ltd","Publisher","0"
"2001 Federal Election","4866","E2Y FM","Lithgow Community Broadcasters Inc","Broadcaster","0"
"2001 Federal Election","3914","Early Music News","Early Music Association of NSW Inc","Publisher","0"
"2001 Federal Election","4343","East Gippsland News","East Gippsland Newspapers","Publisher","2511"
"2001 Federal Election","4696","East Gippsland Visitor Guide","East Gippsland Newspaper s","Publisher","0"
