"Event","Media ID","Name","Business Name","Return Type","Total Amount"
"2001 Federal Election","4185","East Torrens","Messenger Newspapers","Publisher","8434"
"2001 Federal Election","4182","Eastern Courier Messenger","Messenger Newspapers","Publisher","6775"
"2001 Federal Election","132","Eastern Riverina Observer","JA Bradley (Holdings) Pty Ltd","Publisher","1808"
"2001 Federal Election","4078","Eastern Suburbs Reporter Community","Community Newspaper Group","Publisher","17400"
"2001 Federal Election","4214","Eastern Suburbs Spectator Newspaper","Eastern Suburbs Spectator Newspaper","Publisher","2280"
"2001 Federal Election","3955","Eat, Drink, Sleep Australia","Strictly Literary Australia","Publisher","0"
"2001 Federal Election","4795","e-Commerce Today","","Publisher","0"
"2001 Federal Election","2025","Economic Papers","Economic Society of Australia","Publisher","0"
"2001 Federal Election","3259","Ecos","CSIRO Publishing","Publisher","0"
"2001 Federal Election","4911","Eden Imlay Magnet","","Publisher","3352"
"2001 Federal Election","3193","Educare News","Educare International","Publisher","0"
"2001 Federal Election","4697","Education Times","Victorian Department Of Education, Employment & Training","Publisher","0"
"2001 Federal Election","3198","Education Views","Queensland Department of Education","Publisher","0"
"2001 Federal Election","4698","Electricity Supply Magazine","Electricity Supply Association of Australia","Publisher","0"
"2001 Federal Election","4699","elevenonline","","Publisher","0"
"2001 Federal Election","4700","Elle","Elle Magazine","Publisher","0"
"2001 Federal Election","1286","Ellinis","Foreign Language Publications Pty Ltd","Publisher","0"
"2001 Federal Election","1517","Emerald Hill Times","Melbourne Independent Newspapers Pty Ltd","Publisher","0"
"2001 Federal Election","3512","Engine Reconditioner Australia","Motor Trades Association of QLD","Publisher","0"
"2001 Federal Election","3240","Engineers Australia","Engineers Australia Pty Ltd","Publisher","0"
"2001 Federal Election","4366","Entertainment Weekly","Toowoomba Newspapers","Publisher","301"
"2001 Federal Election","3784","Environmental Manager","Newsletter Information Services","Publisher","0"
"2001 Federal Election","3256","EPA Review","Environment Protection Authority Victoria","Publisher","0"
"2001 Federal Election","4278","ESPN","Optus","Broadcaster","901"
"2001 Federal Election","1989","Eureka Street","Jesuit Publications","Publisher","0"
"2001 Federal Election","314","Euroa Gazette","Euroa Gazette Newspapers Pty Ltd","Publisher","0"
"2001 Federal Election","4865","Eurobodalla Access Radio (2EAR FM)","Eurobodalla Access Radio","Broadcaster","0"
"2001 Federal Election","4778","Eurobodalla Independent","Rural Press","Publisher","0"
"2001 Federal Election","4375","Eurobodalla Sun","Independent Agency Services P/L","Publisher","3242"
"2001 Federal Election","4918","Examiner Newspaper Pty Ltd","The Examiner Newspeper Pty Ltd","Publisher","118150"
"2001 Federal Election","3746","Exchange-Communications News Weekly","3rd Wave Communications Pty Ltd","Publisher","0"
"2001 Federal Election","3513","Exhaust & Undercar","Auto Media Pty Ltd","Publisher","0"
"2001 Federal Election","1851","Eyeline","Eyeline Publishing Ltd","Publisher","0"
"2001 Federal Election","4684","Fairfield Advance","Cumberland Newspaper Group","Publisher","1296"
"2001 Federal Election","4701","Family Circle Magazine","Paragon Media Pty Ltd","Publisher","0"
"2001 Federal Election","2330","Farm Weekly ( Incorporating Elders Weekly )","Rural Press Ltd","Publisher","6780"
"2001 Federal Election","405","Fassifern Guardian","Boonah Newspaper Co","Publisher","0"
"2001 Federal Election","2674","Fifty-Plus News","Telling Words Company Pty Ltd","Publisher","1387"
"2001 Federal Election","1799","Fiji Times","Asia Pacific Education Consultancy Pty Ltd","Publisher","0"
"2001 Federal Election","3286","Fire Australia","Fire Protection Association Australia","Publisher","0"
"2001 Federal Election","3288","Fit Link Report","Fitlink","Publisher","0"
"2001 Federal Election","4231","FM 104.7","Grafton FM Pty Ltd","Broadcaster","401"
"2001 Federal Election","4167","FM 92.9","Tamworth Radio Development Co Pty Ltd","Broadcaster","3476"
"2001 Federal Election","2334","Focus on Beef","Direct Specialist Publishing","Publisher","0"
"2001 Federal Election","3076","Focus on Building","Building Development Display Centre","Publisher","0"
"2001 Federal Election","2722","Folk News","Iskcon Publications","Publisher","0"
"2001 Federal Election","241","Footscray - Altona Mail/Williamstown Advertiser","Fairfax Community Newspapers Pty Ltd","Publisher","2211"
"2001 Federal Election","3300","Footwear News Australia","","Publisher","0"
"2001 Federal Election","114","Forbes Advocate","Rural Press Pty Ltd","Publisher","1606"
"2001 Federal Election","4955","Forte Magazine","Forte Publishing P/L","Publisher","1473"
"2001 Federal Election","4239","Foxtel","Foxtel","Broadcaster","97340"
"2001 Federal Election","242","Frankston and Hastings Independant","Independent News Pty Ltd","Publisher","7371"
"2001 Federal Election","1671","Frankston and Peninsula Flier","Bidara Pty Ltd","Publisher","0"
"2001 Federal Election","4131","Frankston Leader","Leader Community Newspapers","Publisher","2377"
"2001 Federal Election","243","Frankston Standard","Leader Newspaper Group","Publisher","1526"
"2001 Federal Election","1587","Fraser Coast Chronicle","Maryborough/Hervey Bay Newspaper CO.","Publisher","2922"
"2001 Federal Election","1826","Free Thought - Ukrainian Weekly","","Publisher","0"
"2001 Federal Election","2723","Freedom","Church of Scientology","Publisher","0"
"2001 Federal Election","3301","Freemasonry Victoria","Square One Publications Ltd","Publisher","0"
"2001 Federal Election","4220","Fremantle - Cockburn Gazette","Community Newspaper Group","Publisher","6001"
"2001 Federal Election","526","Fremantle Herald","The Herald Publishing Company","Publisher","23925"
"2001 Federal Election","3934","Fremantle Port News","Fremantle Port Authority","Publisher","0"
"2001 Federal Election","2397","Freshwater Fishing Australia","Freshwater Fishing Australia Pty Ltd","Publisher","0"
"2001 Federal Election","3311","Furniture Retailing Today Inc. Upholstery Magazine","Elite Publishing Co Pty Ltd","Publisher","0"
"2001 Federal Election","3175","Gallipoli Gazette","Gallipoli Memorial Club Ltd","Publisher","0"
"2001 Federal Election","4362","Gatton, Lockyer & Brisbane Valley Star","Gatton, Lockyer & Brisbane Valley Star","Publisher","11921"
"2001 Federal Election","1520","Geelong Advertiser","The Geelong Advertiser Pty Ltd","Publisher","23646"
"2001 Federal Election","4234","Geelong Business News","Geelong Business News","Publisher","660"
"2001 Federal Election","4353","Geelong News","Geelong Newspapers Proprietary Limited","Publisher","3463"
"2001 Federal Election","4161","GEM - FM","Northern Broadcasters Pty Ltd","Broadcaster","98"
"2001 Federal Election","4702","Gev Greening","Greening Australia (Tasmania)","Publisher","0"
"2001 Federal Election","2724","Gippsland Anglican","Diocese Of Gippsland","Publisher","0"
"2001 Federal Election","4319","Gippsland Times","Gippsland Times","Publisher","4606"
"2001 Federal Election","4683","Glebe & Western Weekly","Cumberland Newspaper Group","Publisher","8457"
"2001 Federal Election","117","Glen Innes Examiner","Regional Publishers Pty Ltd (Tamworth, New England)","Publisher","4135"
"2001 Federal Election","1753","Gnowangerup Star","EM RD & WW Walker","Publisher","0"
"2001 Federal Election","423","Gold Coast Bulletin","Gold Coast Publications Pty Ltd","Publisher","9742"
"2001 Federal Election","425","Gold Coast Sun","Sun Community Newspapers","Publisher","6647"
"2001 Federal Election","4703","Gold Coast Weddings Magazine","Prelude Publications Pty Ltd","Publisher","0"
"2001 Federal Election","3494","Gold Gazette","Resource Information Unit Ltd (Salamar Pty Ltd)","Publisher","0"
"2001 Federal Election","2803","Golf Australia","Horwitz Publications Pty Ltd","Publisher","0"
"2001 Federal Election","2454","Good Medicine","ACP Publishing","Publisher","0"
"2001 Federal Election","428","Goondiwindi Argus","Goondiwindi Newspapers Pty Ltd","Publisher","0"
"2001 Federal Election","122","Goulburn Post","Rural Press","Publisher","5126"
"2001 Federal Election","4867","GOVE FM","8EAR","Broadcaster","0"
"2001 Federal Election","3110","Government Productivity News","Government Technology Users Association","Publisher","0"
"2001 Federal Election","115","Great Lakes Advocate","Regional Publishers Pty Ltd","Publisher","7031"
"2001 Federal Election","4179","Great Lakes FM (2GLA FM)","Great Lakes Area FM Community Radio","Broadcaster","7810"
"2001 Federal Election","557","Great Southern Herald","Albany Advertiser Pty Ltd","Publisher","2990"
"2001 Federal Election","1287","Greek Herald","Foreign Language Publications Pty Ltd","Publisher","11590"
"2001 Federal Election","4474","Green Left Weekly","Green Left Publishing Association","Publisher","0"
"2001 Federal Election","244","Green Place","Green Place Pty Ltd","Publisher","0"
"2001 Federal Election","2935","Green Triangle Holiday News","Hamilton Spectator Partnership","Publisher","0"
"2001 Federal Election","4773","Greening Australia","Greening Australia Queensland Inc","Publisher","0"
"2001 Federal Election","4775","Greening Australia (WA)","","Publisher","0"
"2001 Federal Election","3786","Greenweek","Hamer Industrial Pty Ltd","Publisher","0"
"2001 Federal Election","124","Grenfell Record & Bland Advertiser","Rural Press Pty Ltd","Publisher","438"
"2001 Federal Election","4148","GTS4","Spencer Gulf Telecasters Ltd","Broadcaster","57050"
"2001 Federal Election","895","GTV CHAN 9","General Television Corporation Pty Ltd","Broadcaster","1641961"
"2001 Federal Election","4186","Guardian","Messenger Newspapers","Publisher","23531"
"2001 Federal Election","1347","Gunes (The Sun)","Nurettin Kaman","Publisher","0"
"2001 Federal Election","4438","GWN","Golden West Network","Broadcaster","234462"
"2001 Federal Election","4704","GX Report","Pileport Pty Ltd","Publisher","0"
"2001 Federal Election","3262","Habitat Australia","Australian Conservation Foundation","Publisher","0"
"2001 Federal Election","320","Hamilton Spectator","Hamilton Spectator Partnership","Publisher","4284"
"2001 Federal Election","1973","Handmade","ACP Publishing Pty Ltd","Publisher","0"
"2001 Federal Election","1053","Harden Murrumburrah Express","Harden Murrumburrah Express Pty Ltd","Publisher","0"
"2001 Federal Election","4459","Harvey Reporter","South West Printing & Publishing","Publisher","4179"
"2001 Federal Election","209","Hastings Gazette","Port Maquarie Newspapers Pty Ltd","Publisher","1214"
"2001 Federal Election","2675","Have A Go News","Concept Media","Publisher","0"
"2001 Federal Election","1177","Hawkesbury Courier","Hawkesbury Newspapers","Publisher","13074"
"2001 Federal Election","212","Hawkesbury Gazette","Hawkesbury Newspapers","Publisher","14689"
"2001 Federal Election","2455","Health & Healing","Trim-keg Pty Ltd","Publisher","0"
"2001 Federal Election","3359","Healthcover","Healthdata Services","Publisher","0"
"2001 Federal Election","3451","Healthview","Health Department of WA","Publisher","0"
"2001 Federal Election","4705","Healthy Lifestyles Journal","Australian Council Health Physical Education & Recreation","Publisher","0"
"2001 Federal Election","4133","Heidelberg Leader","Leader Community News","Publisher","868"
"2001 Federal Election","2746","Helix","CSIRO","Publisher","0"
"2001 Federal Election","2725","Herald of the South","NSA of the Baha's is of Australia & New Zealand","Publisher","0"
"2001 Federal Election","1182","Herald Sun","Herald and Weekly Times Ltd","Publisher","0"
"2001 Federal Election","4417","Herald Sun","The Herald & Weekly Times Limited","Publisher","213281"
"2001 Federal Election","432","Herbert River Express","Herbet River Express","Publisher","2035"
"2001 Federal Election","4311","Hervey Bay City Newspaper","HBIN","Publisher","7975"
"2001 Federal Election","1588","Hervey Bay Observer","Maryborough/ Hervey Bay Newspaper CO.","Publisher","1132"
"2001 Federal Election","4318","HHH Horsham & District Community Radio 96.5","","Broadcaster","0"
"2001 Federal Election","3964","Hibiscus Happynings","Regional Publishers Pty Ltd","Publisher","1864"
"2001 Federal Election","1153","Highlands Post","Regional Publishers pty Ltd","Publisher","4927"
"2001 Federal Election","477","Hills & Valley Messenger","Messenger Newspapers","Publisher","2814"
"2001 Federal Election","1244","Hills Gazette","Hills Gazette (WA) Pty Ltd","Publisher","5750"
"2001 Federal Election","4201","Hills News","Fairfax Community Newspapers P/L","Publisher","7440"
"2001 Federal Election","54","Hills Shire Times","Cumberland Newspaper Group","Publisher","1190"
"2001 Federal Election","4058","Hillston Spectator","Hillston Spectator","Publisher","189"
"2001 Federal Election","4749","Hindmarsh Messenger","Nhill Free Press Pty Ltd","Publisher","605"
"2001 Federal Election","426","Hinterland Sun","Sun Community Newspapers","Publisher","2520"
"2001 Federal Election","2474","History Magazine","Royal Australian Historical Society","Publisher","0"
